CHASSIS_NUMBER,MODEL,YEAR,ENGINE_TYPE,MSRP,RELIABILITY_RATING
VIN01793,T6000,2020,Diesel 6-Cylinder,135000,3
VIN01794,T8000,2024,Diesel 8-Cylinder,160000,3
VIN01795,T4000,2021,Diesel Turbo,110000,4
VIN01796,T9000,2023,Diesel 8-Cylinder,195000,2
VIN01797,T9000,2024,Diesel 8-Cylinder,195000,2
VIN01798,T8000,2023,Diesel Turbo,160000,3
VIN01799,T4000,2022,Diesel Turbo,110000,4
VIN01800,T2000,2024,Diesel 6-Cylinder,85000,4
VIN01801,T4000,2024,Diesel Turbo,110000,4
VIN01802,T2000,2023,Diesel 8-Cylinder,85000,4
VIN01803,T9000,2020,Diesel Turbo,195000,2
VIN01804,T2000,2022,Diesel Turbo,85000,4
VIN01805,T2000,2021,Diesel 8-Cylinder,85000,4
VIN01806,T2000,2021,Diesel 6-Cylinder,85000,4
VIN01807,T8000,2020,Diesel Turbo,160000,3
VIN01808,T8000,2024,Diesel Turbo,160000,3
VIN01809,T4000,2024,Diesel 6-Cylinder,110000,4
VIN01810,T2000,2023,Diesel 8-Cylinder,85000,4
VIN01811,T2000,2022,Diesel 8-Cylinder,85000,4
VIN01812,T8000,2021,Diesel 6-Cylinder,160000,3
VIN01813,T2000,2022,Diesel 6-Cylinder,85000,4
VIN01814,T4000,2024,Diesel 6-Cylinder,110000,4
VIN01815,T6000,2022,Diesel 8-Cylinder,135000,3
VIN01816,T2000,2024,Diesel 6-Cylinder,85000,4
VIN01817,T4000,2022,Diesel 6-Cylinder,110000,4
VIN01818,T6000,2024,Diesel 8-Cylinder,135000,3
VIN01819,T2000,2020,Diesel 8-Cylinder,85000,4
VIN01820,T2000,2023,Diesel 8-Cylinder,85000,4
VIN01821,T9000,2020,Diesel 6-Cylinder,195000,2
VIN01822,T6000,2024,Diesel 6-Cylinder,135000,3
VIN01823,T6000,2023,Diesel 6-Cylinder,135000,3
VIN01824,T2000,2020,Diesel 8-Cylinder,85000,4
VIN01825,T4000,2021,Diesel 8-Cylinder,110000,4
VIN01826,T4000,2021,Diesel 6-Cylinder,110000,4
VIN01827,T2000,2023,Diesel 8-Cylinder,85000,4
VIN01828,T8000,2024,Diesel Turbo,160000,3
VIN01829,T2000,2023,Diesel 8-Cylinder,85000,4
VIN01830,T8000,2021,Diesel 6-Cylinder,160000,3
VIN01831,T2000,2023,Diesel Turbo,85000,4
VIN01832,T6000,2024,Diesel 8-Cylinder,135000,3
VIN01833,T2000,2023,Diesel Turbo,85000,4
VIN01834,T4000,2021,Diesel 6-Cylinder,110000,4
VIN01835,T4000,2021,Diesel 8-Cylinder,110000,4
VIN01836,T4000,2024,Diesel 6-Cylinder,110000,4
VIN01837,T4000,2024,Diesel 6-Cylinder,110000,4
VIN01838,T2000,2022,Diesel 8-Cylinder,85000,4
VIN01839,T2000,2024,Diesel 6-Cylinder,85000,4
VIN01840,T2000,2023,Diesel 8-Cylinder,85000,4
VIN01841,T4000,2021,Diesel 8-Cylinder,110000,4
VIN01842,T2000,2020,Diesel 8-Cylinder,85000,4
VIN01843,T2000,2022,Diesel Turbo,85000,4
VIN01844,T8000,2023,Diesel Turbo,160000,3
VIN01845,T2000,2020,Diesel 6-Cylinder,85000,4
VIN01846,T2000,2022,Diesel 6-Cylinder,85000,4
VIN01847,T8000,2020,Diesel 6-Cylinder,160000,3
VIN01848,T6000,2021,Diesel Turbo,135000,3
VIN01849,T9000,2022,Diesel 6-Cylinder,195000,2
VIN01850,T2000,2020,Diesel 8-Cylinder,85000,4
VIN01851,T4000,2020,Diesel 8-Cylinder,110000,4
VIN01852,T2000,2024,Diesel 6-Cylinder,85000,4
VIN01853,T2000,2024,Diesel 8-Cylinder,85000,4
VIN01854,T4000,2024,Diesel Turbo,110000,4
VIN01855,T9000,2020,Diesel 8-Cylinder,195000,2
VIN01856,T4000,2024,Diesel 6-Cylinder,110000,4
VIN01857,T2000,2020,Diesel 8-Cylinder,85000,4
VIN01858,T2000,2024,Diesel 8-Cylinder,85000,4
VIN01859,T2000,2020,Diesel 6-Cylinder,85000,4
VIN01860,T4000,2022,Diesel Turbo,110000,4
VIN01861,T8000,2022,Diesel 6-Cylinder,160000,3
VIN01862,T2000,2023,Diesel 6-Cylinder,85000,4
VIN01863,T9000,2024,Diesel Turbo,195000,2
VIN01864,T2000,2022,Diesel 8-Cylinder,85000,4
VIN01865,T8000,2024,Diesel 6-Cylinder,160000,3
VIN01866,T2000,2024,Diesel 8-Cylinder,85000,4
VIN01867,T4000,2020,Diesel 6-Cylinder,110000,4
VIN01868,T2000,2024,Diesel 8-Cylinder,85000,4
VIN01869,T2000,2023,Diesel Turbo,85000,4
VIN01870,T2000,2022,Diesel Turbo,85000,4
VIN01871,T4000,2022,Diesel 6-Cylinder,110000,4
VIN01872,T9000,2024,Diesel 8-Cylinder,195000,2
VIN01873,T8000,2022,Diesel 8-Cylinder,160000,3
VIN01874,T8000,2020,Diesel Turbo,160000,3
VIN01875,T9000,2021,Diesel 6-Cylinder,195000,2
VIN01876,T2000,2023,Diesel Turbo,85000,4
VIN01877,T2000,2023,Diesel Turbo,85000,4
VIN01878,T9000,2024,Diesel Turbo,195000,2
VIN01879,T6000,2023,Diesel 6-Cylinder,135000,3
VIN01880,T4000,2023,Diesel 8-Cylinder,110000,4
VIN01881,T9000,2022,Diesel 8-Cylinder,195000,2
VIN01882,T4000,2021,Diesel Turbo,110000,4
VIN01883,T2000,2024,Diesel Turbo,85000,4
VIN01884,T8000,2021,Diesel 8-Cylinder,160000,3
VIN01885,T6000,2024,Diesel 6-Cylinder,135000,3
VIN01886,T4000,2021,Diesel Turbo,110000,4
VIN01887,T9000,2021,Diesel 8-Cylinder,195000,2
VIN01888,T2000,2024,Diesel Turbo,85000,4
VIN01889,T2000,2022,Diesel 6-Cylinder,85000,4
VIN01890,T6000,2022,Diesel 8-Cylinder,135000,3
VIN01891,T9000,2022,Diesel 8-Cylinder,195000,2
VIN01892,T6000,2022,Diesel 6-Cylinder,135000,3
VIN01893,T8000,2020,Diesel 6-Cylinder,160000,3
VIN01894,T2000,2024,Diesel Turbo,85000,4
VIN01895,T2000,2024,Diesel Turbo,85000,4
VIN01896,T2000,2021,Diesel 6-Cylinder,85000,4
VIN01897,T6000,2022,Diesel 6-Cylinder,135000,3
VIN01898,T6000,2023,Diesel 6-Cylinder,135000,3
VIN01899,T4000,2024,Diesel 8-Cylinder,110000,4
VIN01900,T6000,2022,Diesel 6-Cylinder,135000,3
VIN01901,T8000,2023,Diesel 8-Cylinder,160000,3
VIN01902,T2000,2021,Diesel 6-Cylinder,85000,4
VIN01903,T2000,2020,Diesel 8-Cylinder,85000,4
VIN01904,T9000,2021,Diesel Turbo,195000,2
VIN01905,T6000,2021,Diesel 6-Cylinder,135000,3
VIN01906,T2000,2023,Diesel Turbo,85000,4
VIN01907,T4000,2022,Diesel 8-Cylinder,110000,4
VIN01908,T8000,2023,Diesel 8-Cylinder,160000,3
VIN01909,T8000,2024,Diesel Turbo,160000,3
VIN01910,T8000,2022,Diesel 8-Cylinder,160000,3
VIN01911,T6000,2024,Diesel Turbo,135000,3
VIN01912,T4000,2020,Diesel Turbo,110000,4
VIN01913,T2000,2023,Diesel 6-Cylinder,85000,4
VIN01914,T8000,2021,Diesel Turbo,160000,3
VIN01915,T4000,2020,Diesel Turbo,110000,4
VIN01916,T4000,2020,Diesel 6-Cylinder,110000,4
VIN01917,T2000,2023,Diesel 8-Cylinder,85000,4
VIN01918,T8000,2022,Diesel 8-Cylinder,160000,3
VIN01919,T2000,2022,Diesel Turbo,85000,4
VIN01920,T9000,2024,Diesel 6-Cylinder,195000,2
VIN01921,T4000,2023,Diesel 6-Cylinder,110000,4
VIN01922,T6000,2020,Diesel 6-Cylinder,135000,3
VIN01923,T8000,2024,Diesel 6-Cylinder,160000,3
VIN01924,T4000,2022,Diesel 8-Cylinder,110000,4
VIN01925,T2000,2023,Diesel Turbo,85000,4
VIN01926,T8000,2021,Diesel 8-Cylinder,160000,3
VIN01927,T2000,2022,Diesel Turbo,85000,4
VIN01928,T6000,2021,Diesel Turbo,135000,3
VIN01929,T6000,2020,Diesel 6-Cylinder,135000,3
VIN01930,T6000,2022,Diesel 6-Cylinder,135000,3
VIN01931,T4000,2023,Diesel Turbo,110000,4
VIN01932,T8000,2024,Diesel Turbo,160000,3
VIN01933,T9000,2023,Diesel Turbo,195000,2
VIN01934,T4000,2021,Diesel 8-Cylinder,110000,4
VIN01935,T4000,2021,Diesel 6-Cylinder,110000,4
VIN01936,T8000,2021,Diesel Turbo,160000,3
VIN01937,T2000,2022,Diesel 8-Cylinder,85000,4
VIN01938,T6000,2023,Diesel 8-Cylinder,135000,3
VIN01939,T6000,2020,Diesel 6-Cylinder,135000,3
VIN01940,T9000,2020,Diesel Turbo,195000,2
VIN01941,T8000,2020,Diesel 8-Cylinder,160000,3
VIN01942,T4000,2023,Diesel Turbo,110000,4
VIN01943,T8000,2024,Diesel 8-Cylinder,160000,3
VIN01944,T2000,2024,Diesel Turbo,85000,4
VIN01945,T4000,2023,Diesel 8-Cylinder,110000,4
VIN01946,T2000,2024,Diesel 6-Cylinder,85000,4
VIN01947,T2000,2024,Diesel 8-Cylinder,85000,4
VIN01948,T6000,2024,Diesel 6-Cylinder,135000,3
VIN01949,T2000,2021,Diesel 6-Cylinder,85000,4
VIN01950,T6000,2020,Diesel 6-Cylinder,135000,3
VIN01951,T8000,2024,Diesel Turbo,160000,3
VIN01952,T2000,2020,Diesel 6-Cylinder,85000,4
VIN01953,T2000,2021,Diesel 6-Cylinder,85000,4
VIN01954,T6000,2024,Diesel Turbo,135000,3
VIN01955,T6000,2024,Diesel Turbo,135000,3
VIN01956,T8000,2021,Diesel 8-Cylinder,160000,3
VIN01957,T6000,2022,Diesel 6-Cylinder,135000,3
VIN01958,T2000,2022,Diesel 8-Cylinder,85000,4
VIN01959,T4000,2023,Diesel 6-Cylinder,110000,4
VIN01960,T8000,2024,Diesel 6-Cylinder,160000,3
VIN01961,T2000,2021,Diesel 6-Cylinder,85000,4
VIN01962,T6000,2022,Diesel 8-Cylinder,135000,3
VIN01963,T4000,2024,Diesel 6-Cylinder,110000,4
VIN01964,T6000,2024,Diesel 6-Cylinder,135000,3
VIN01965,T2000,2024,Diesel 6-Cylinder,85000,4
VIN01966,T4000,2024,Diesel Turbo,110000,4
VIN01967,T2000,2024,Diesel 8-Cylinder,85000,4
VIN01968,T2000,2024,Diesel Turbo,85000,4
VIN01969,T4000,2021,Diesel Turbo,110000,4
VIN01970,T4000,2024,Diesel Turbo,110000,4
VIN01971,T6000,2023,Diesel 6-Cylinder,135000,3
VIN01972,T8000,2021,Diesel Turbo,160000,3
VIN01973,T2000,2021,Diesel 6-Cylinder,85000,4
VIN01974,T2000,2023,Diesel Turbo,85000,4
VIN01975,T8000,2021,Diesel Turbo,160000,3
VIN01976,T9000,2023,Diesel 6-Cylinder,195000,2
VIN01977,T2000,2024,Diesel Turbo,85000,4
VIN01978,T2000,2021,Diesel Turbo,85000,4
VIN01979,T2000,2020,Diesel 8-Cylinder,85000,4
VIN01980,T2000,2024,Diesel 8-Cylinder,85000,4
VIN01981,T8000,2020,Diesel Turbo,160000,3
VIN01982,T2000,2023,Diesel Turbo,85000,4
VIN01983,T4000,2020,Diesel 6-Cylinder,110000,4
VIN01984,T2000,2022,Diesel Turbo,85000,4
VIN01985,T4000,2023,Diesel 6-Cylinder,110000,4
VIN01986,T6000,2023,Diesel 6-Cylinder,135000,3
VIN01987,T6000,2024,Diesel 8-Cylinder,135000,3
VIN01988,T4000,2023,Diesel Turbo,110000,4
VIN01989,T2000,2024,Diesel 8-Cylinder,85000,4
VIN01990,T4000,2022,Diesel Turbo,110000,4
VIN01991,T4000,2021,Diesel Turbo,110000,4
VIN01992,T6000,2022,Diesel 6-Cylinder,135000,3
VIN01993,T9000,2022,Diesel 6-Cylinder,195000,2
VIN01994,T2000,2023,Diesel Turbo,85000,4
VIN01995,T4000,2021,Diesel Turbo,110000,4
VIN01996,T6000,2021,Diesel Turbo,135000,3
VIN01997,T2000,2022,Diesel Turbo,85000,4
VIN01998,T8000,2020,Diesel 8-Cylinder,160000,3
VIN01999,T4000,2023,Diesel 6-Cylinder,110000,4
VIN02000,T4000,2022,Diesel 6-Cylinder,110000,4
VIN02001,T4000,2021,Diesel 6-Cylinder,110000,4
VIN02002,T4000,2020,Diesel 6-Cylinder,110000,4
VIN02003,T9000,2023,Diesel Turbo,195000,2
VIN02004,T2000,2023,Diesel Turbo,85000,4
VIN02005,T2000,2022,Diesel 8-Cylinder,85000,4
VIN02006,T6000,2024,Diesel 8-Cylinder,135000,3
VIN02007,T8000,2021,Diesel 6-Cylinder,160000,3
VIN02008,T8000,2024,Diesel Turbo,160000,3
VIN02009,T9000,2021,Diesel Turbo,195000,2
VIN02010,T2000,2023,Diesel Turbo,85000,4
VIN02011,T8000,2020,Diesel 6-Cylinder,160000,3
VIN02012,T2000,2020,Diesel Turbo,85000,4
VIN02013,T8000,2020,Diesel 8-Cylinder,160000,3
VIN02014,T4000,2020,Diesel 6-Cylinder,110000,4
VIN02015,T4000,2022,Diesel 6-Cylinder,110000,4
VIN02016,T4000,2022,Diesel Turbo,110000,4
VIN02017,T8000,2022,Diesel 6-Cylinder,160000,3
VIN02018,T2000,2022,Diesel Turbo,85000,4
VIN02019,T2000,2023,Diesel Turbo,85000,4
VIN02020,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02021,T2000,2020,Diesel Turbo,85000,4
VIN02022,T4000,2020,Diesel 6-Cylinder,110000,4
VIN02023,T4000,2024,Diesel 8-Cylinder,110000,4
VIN02024,T2000,2022,Diesel Turbo,85000,4
VIN02025,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02026,T6000,2022,Diesel Turbo,135000,3
VIN02027,T4000,2021,Diesel 6-Cylinder,110000,4
VIN02028,T4000,2020,Diesel 6-Cylinder,110000,4
VIN02029,T4000,2020,Diesel 8-Cylinder,110000,4
VIN02030,T4000,2024,Diesel Turbo,110000,4
VIN02031,T6000,2023,Diesel Turbo,135000,3
VIN02032,T4000,2022,Diesel 6-Cylinder,110000,4
VIN02033,T6000,2024,Diesel 6-Cylinder,135000,3
VIN02034,T9000,2023,Diesel Turbo,195000,2
VIN02035,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02036,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02037,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02038,T8000,2024,Diesel 8-Cylinder,160000,3
VIN02039,T9000,2023,Diesel 6-Cylinder,195000,2
VIN02040,T6000,2022,Diesel 8-Cylinder,135000,3
VIN02041,T4000,2020,Diesel 6-Cylinder,110000,4
VIN02042,T4000,2022,Diesel 8-Cylinder,110000,4
VIN02043,T4000,2021,Diesel 8-Cylinder,110000,4
VIN02044,T8000,2024,Diesel Turbo,160000,3
VIN02045,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02046,T8000,2020,Diesel 8-Cylinder,160000,3
VIN02047,T4000,2020,Diesel 8-Cylinder,110000,4
VIN02048,T4000,2023,Diesel Turbo,110000,4
VIN02049,T4000,2024,Diesel 6-Cylinder,110000,4
VIN02050,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02051,T2000,2021,Diesel Turbo,85000,4
VIN02052,T4000,2023,Diesel Turbo,110000,4
VIN02053,T8000,2024,Diesel Turbo,160000,3
VIN02054,T2000,2020,Diesel Turbo,85000,4
VIN02055,T9000,2024,Diesel 8-Cylinder,195000,2
VIN02056,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02057,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02058,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02059,T4000,2024,Diesel 8-Cylinder,110000,4
VIN02060,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02061,T2000,2021,Diesel Turbo,85000,4
VIN02062,T9000,2020,Diesel 6-Cylinder,195000,2
VIN02063,T6000,2023,Diesel Turbo,135000,3
VIN02064,T2000,2024,Diesel Turbo,85000,4
VIN02065,T4000,2021,Diesel Turbo,110000,4
VIN02066,T8000,2022,Diesel Turbo,160000,3
VIN02067,T8000,2022,Diesel 8-Cylinder,160000,3
VIN02068,T6000,2022,Diesel 6-Cylinder,135000,3
VIN02069,T4000,2024,Diesel Turbo,110000,4
VIN02070,T4000,2021,Diesel 8-Cylinder,110000,4
VIN02071,T2000,2024,Diesel 6-Cylinder,85000,4
VIN02072,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02073,T2000,2022,Diesel 6-Cylinder,85000,4
VIN02074,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02075,T6000,2023,Diesel 8-Cylinder,135000,3
VIN02076,T4000,2024,Diesel 6-Cylinder,110000,4
VIN02077,T6000,2023,Diesel 6-Cylinder,135000,3
VIN02078,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02079,T8000,2021,Diesel 8-Cylinder,160000,3
VIN02080,T9000,2021,Diesel 6-Cylinder,195000,2
VIN02081,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02082,T6000,2023,Diesel Turbo,135000,3
VIN02083,T4000,2021,Diesel 6-Cylinder,110000,4
VIN02084,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02085,T8000,2024,Diesel 8-Cylinder,160000,3
VIN02086,T6000,2023,Diesel Turbo,135000,3
VIN02087,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02088,T4000,2021,Diesel 8-Cylinder,110000,4
VIN02089,T6000,2024,Diesel 8-Cylinder,135000,3
VIN02090,T8000,2021,Diesel Turbo,160000,3
VIN02091,T4000,2023,Diesel Turbo,110000,4
VIN02092,T4000,2020,Diesel 6-Cylinder,110000,4
VIN02093,T4000,2022,Diesel 6-Cylinder,110000,4
VIN02094,T4000,2020,Diesel 6-Cylinder,110000,4
VIN02095,T6000,2024,Diesel 8-Cylinder,135000,3
VIN02096,T4000,2020,Diesel Turbo,110000,4
VIN02097,T8000,2020,Diesel 6-Cylinder,160000,3
VIN02098,T4000,2020,Diesel Turbo,110000,4
VIN02099,T6000,2024,Diesel 8-Cylinder,135000,3
VIN02100,T6000,2022,Diesel Turbo,135000,3
VIN02101,T8000,2023,Diesel 8-Cylinder,160000,3
VIN02102,T4000,2023,Diesel Turbo,110000,4
VIN02103,T6000,2023,Diesel 8-Cylinder,135000,3
VIN02104,T9000,2022,Diesel 8-Cylinder,195000,2
VIN02105,T2000,2024,Diesel Turbo,85000,4
VIN02106,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02107,T2000,2023,Diesel Turbo,85000,4
VIN02108,T2000,2020,Diesel Turbo,85000,4
VIN02109,T9000,2024,Diesel 6-Cylinder,195000,2
VIN02110,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02111,T4000,2022,Diesel 8-Cylinder,110000,4
VIN02112,T2000,2022,Diesel 8-Cylinder,85000,4
VIN02113,T8000,2020,Diesel Turbo,160000,3
VIN02114,T2000,2021,Diesel Turbo,85000,4
VIN02115,T6000,2023,Diesel 8-Cylinder,135000,3
VIN02116,T8000,2022,Diesel Turbo,160000,3
VIN02117,T2000,2021,Diesel Turbo,85000,4
VIN02118,T8000,2022,Diesel 6-Cylinder,160000,3
VIN02119,T9000,2024,Diesel 6-Cylinder,195000,2
VIN02120,T8000,2023,Diesel 8-Cylinder,160000,3
VIN02121,T2000,2023,Diesel Turbo,85000,4
VIN02122,T6000,2021,Diesel Turbo,135000,3
VIN02123,T6000,2022,Diesel 6-Cylinder,135000,3
VIN02124,T6000,2020,Diesel 6-Cylinder,135000,3
VIN02125,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02126,T2000,2024,Diesel 6-Cylinder,85000,4
VIN02127,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02128,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02129,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02130,T6000,2024,Diesel Turbo,135000,3
VIN02131,T9000,2020,Diesel Turbo,195000,2
VIN02132,T6000,2023,Diesel Turbo,135000,3
VIN02133,T9000,2022,Diesel 8-Cylinder,195000,2
VIN02134,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02135,T6000,2023,Diesel 8-Cylinder,135000,3
VIN02136,T8000,2021,Diesel Turbo,160000,3
VIN02137,T6000,2021,Diesel Turbo,135000,3
VIN02138,T2000,2021,Diesel 8-Cylinder,85000,4
VIN02139,T4000,2020,Diesel 6-Cylinder,110000,4
VIN02140,T2000,2020,Diesel Turbo,85000,4
VIN02141,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02142,T2000,2022,Diesel 8-Cylinder,85000,4
VIN02143,T2000,2020,Diesel Turbo,85000,4
VIN02144,T2000,2024,Diesel Turbo,85000,4
VIN02145,T8000,2021,Diesel Turbo,160000,3
VIN02146,T6000,2020,Diesel 6-Cylinder,135000,3
VIN02147,T8000,2021,Diesel 8-Cylinder,160000,3
VIN02148,T6000,2024,Diesel 6-Cylinder,135000,3
VIN02149,T8000,2021,Diesel 8-Cylinder,160000,3
VIN02150,T2000,2020,Diesel Turbo,85000,4
VIN02151,T4000,2022,Diesel 8-Cylinder,110000,4
VIN02152,T6000,2022,Diesel 8-Cylinder,135000,3
VIN02153,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02154,T8000,2023,Diesel 8-Cylinder,160000,3
VIN02155,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02156,T9000,2022,Diesel 6-Cylinder,195000,2
VIN02157,T4000,2023,Diesel 6-Cylinder,110000,4
VIN02158,T6000,2021,Diesel Turbo,135000,3
VIN02159,T4000,2021,Diesel Turbo,110000,4
VIN02160,T8000,2021,Diesel Turbo,160000,3
VIN02161,T6000,2023,Diesel Turbo,135000,3
VIN02162,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02163,T2000,2022,Diesel 8-Cylinder,85000,4
VIN02164,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02165,T6000,2020,Diesel 6-Cylinder,135000,3
VIN02166,T6000,2022,Diesel 6-Cylinder,135000,3
VIN02167,T6000,2023,Diesel Turbo,135000,3
VIN02168,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02169,T4000,2020,Diesel Turbo,110000,4
VIN02170,T2000,2023,Diesel Turbo,85000,4
VIN02171,T8000,2023,Diesel 6-Cylinder,160000,3
VIN02172,T4000,2022,Diesel 8-Cylinder,110000,4
VIN02173,T6000,2023,Diesel 6-Cylinder,135000,3
VIN02174,T6000,2020,Diesel 8-Cylinder,135000,3
VIN02175,T4000,2022,Diesel 6-Cylinder,110000,4
VIN02176,T8000,2022,Diesel Turbo,160000,3
VIN02177,T2000,2024,Diesel 6-Cylinder,85000,4
VIN02178,T9000,2021,Diesel 8-Cylinder,195000,2
VIN02179,T6000,2020,Diesel Turbo,135000,3
VIN02180,T6000,2023,Diesel 6-Cylinder,135000,3
VIN02181,T8000,2023,Diesel Turbo,160000,3
VIN02182,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02183,T2000,2024,Diesel 6-Cylinder,85000,4
VIN02184,T4000,2020,Diesel Turbo,110000,4
VIN02185,T6000,2023,Diesel Turbo,135000,3
VIN02186,T9000,2023,Diesel 6-Cylinder,195000,2
VIN02187,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02188,T8000,2020,Diesel 8-Cylinder,160000,3
VIN02189,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02190,T9000,2024,Diesel 6-Cylinder,195000,2
VIN02191,T6000,2021,Diesel 6-Cylinder,135000,3
VIN02192,T2000,2021,Diesel 8-Cylinder,85000,4
VIN02193,T6000,2023,Diesel Turbo,135000,3
VIN02194,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02195,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02196,T8000,2020,Diesel 8-Cylinder,160000,3
VIN02197,T6000,2024,Diesel 6-Cylinder,135000,3
VIN02198,T8000,2020,Diesel 6-Cylinder,160000,3
VIN02199,T4000,2024,Diesel 6-Cylinder,110000,4
VIN02200,T2000,2021,Diesel 8-Cylinder,85000,4
VIN02201,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02202,T2000,2024,Diesel Turbo,85000,4
VIN02203,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02204,T4000,2022,Diesel 6-Cylinder,110000,4
VIN02205,T2000,2021,Diesel 8-Cylinder,85000,4
VIN02206,T2000,2022,Diesel Turbo,85000,4
VIN02207,T2000,2021,Diesel Turbo,85000,4
VIN02208,T2000,2020,Diesel Turbo,85000,4
VIN02209,T6000,2021,Diesel 6-Cylinder,135000,3
VIN02210,T8000,2020,Diesel 6-Cylinder,160000,3
VIN02211,T2000,2020,Diesel Turbo,85000,4
VIN02212,T6000,2022,Diesel 8-Cylinder,135000,3
VIN02213,T6000,2023,Diesel Turbo,135000,3
VIN02214,T2000,2021,Diesel Turbo,85000,4
VIN02215,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02216,T2000,2021,Diesel Turbo,85000,4
VIN02217,T6000,2024,Diesel 6-Cylinder,135000,3
VIN02218,T6000,2024,Diesel 6-Cylinder,135000,3
VIN02219,T6000,2022,Diesel 8-Cylinder,135000,3
VIN02220,T4000,2024,Diesel 6-Cylinder,110000,4
VIN02221,T2000,2024,Diesel 6-Cylinder,85000,4
VIN02222,T6000,2024,Diesel Turbo,135000,3
VIN02223,T2000,2021,Diesel 8-Cylinder,85000,4
VIN02224,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02225,T6000,2023,Diesel 8-Cylinder,135000,3
VIN02226,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02227,T6000,2022,Diesel 6-Cylinder,135000,3
VIN02228,T4000,2022,Diesel Turbo,110000,4
VIN02229,T8000,2023,Diesel 6-Cylinder,160000,3
VIN02230,T2000,2020,Diesel Turbo,85000,4
VIN02231,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02232,T4000,2020,Diesel 6-Cylinder,110000,4
VIN02233,T6000,2024,Diesel Turbo,135000,3
VIN02234,T2000,2021,Diesel Turbo,85000,4
VIN02235,T6000,2022,Diesel 6-Cylinder,135000,3
VIN02236,T8000,2022,Diesel 6-Cylinder,160000,3
VIN02237,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02238,T4000,2021,Diesel 6-Cylinder,110000,4
VIN02239,T4000,2023,Diesel 6-Cylinder,110000,4
VIN02240,T8000,2021,Diesel 6-Cylinder,160000,3
VIN02241,T9000,2023,Diesel 6-Cylinder,195000,2
VIN02242,T4000,2021,Diesel 8-Cylinder,110000,4
VIN02243,T6000,2022,Diesel 8-Cylinder,135000,3
VIN02244,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02245,T6000,2020,Diesel 8-Cylinder,135000,3
VIN02246,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02247,T4000,2022,Diesel 6-Cylinder,110000,4
VIN02248,T8000,2024,Diesel 6-Cylinder,160000,3
VIN02249,T8000,2024,Diesel 6-Cylinder,160000,3
VIN02250,T4000,2024,Diesel 6-Cylinder,110000,4
VIN02251,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02252,T8000,2021,Diesel Turbo,160000,3
VIN02253,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02254,T2000,2023,Diesel Turbo,85000,4
VIN02255,T8000,2021,Diesel 8-Cylinder,160000,3
VIN02256,T4000,2021,Diesel Turbo,110000,4
VIN02257,T9000,2024,Diesel 6-Cylinder,195000,2
VIN02258,T4000,2020,Diesel 6-Cylinder,110000,4
VIN02259,T9000,2024,Diesel 6-Cylinder,195000,2
VIN02260,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02261,T8000,2020,Diesel 8-Cylinder,160000,3
